,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15,2013-01-16,48518.16925045165,37702.36350418476,77566.91032879561,48518.16925045165,48518.16925045165,8945.40827635592,8945.40827635592,8945.40827635592,7703.851358858098,7703.851358858098,7703.851358858098,1241.5569174978227,1241.5569174978227,1241.5569174978227,0.0,0.0,0.0,57463.57752680757
16,2013-01-17,48558.60793881508,35569.34228869792,73586.85902888505,48558.60793881508,48558.60793881508,5904.995584977881,5904.995584977881,5904.995584977881,4272.411297568844,4272.411297568844,4272.411297568844,1632.584287409037,1632.584287409037,1632.584287409037,0.0,0.0,0.0,54463.60352379296
17,2013-01-18,48599.04662717853,39502.298618439396,79592.23227563732,48599.04662717853,48599.04662717853,11423.81236764469,11423.81236764469,11423.81236764469,9451.771069175607,9451.771069175607,9451.771069175607,1972.041298469081,1972.041298469081,1972.041298469081,0.0,0.0,0.0,60022.858994823226
18,2013-01-19,48639.48531554198,36146.80494576167,76096.1825872406,48639.48531554198,48639.48531554198,7197.957546600896,7197.957546600896,7197.957546600896,4941.860809084908,4941.860809084908,4941.860809084908,2256.0967375159876,2256.0967375159876,2256.0967375159876,0.0,0.0,0.0,55837.442862142874
19,2013-01-20,48679.92400390542,-26363.362119930483,13558.612967999583,48679.92400390542,48679.92400390542,-54296.43691074264,-54296.43691074264,-54296.43691074264,-56778.9999491508,-56778.9999491508,-56778.9999491508,2482.563038408164,2482.563038408164,2482.563038408164,0.0,0.0,0.0,-5616.512906837219
20,2013-01-21,48720.36269226886,50305.69722412622,88782.53534108427,48720.36269226886,48720.36269226886,21684.068243169233,21684.068243169233,21684.068243169233,19033.197641909454,19033.197641909454,19033.197641909454,2650.870601259775,2650.870601259775,2650.870601259775,0.0,0.0,0.0,70404.4309354381
21,2013-01-22,48760.8013806323,43693.69834347449,82145.99647605263,48760.8013806323,48760.8013806323,14137.908597936314,14137.908597936314,14137.908597936314,11375.907772617735,11375.907772617735,11375.907772617735,2762.0008253185765,2762.0008253185765,2762.0008253185765,0.0,0.0,0.0,62898.709978568615
22,2013-01-23,48801.24006899574,40538.075151877616,78808.9673647008,48801.24006899574,48801.24006899574,10522.232282837662,10522.232282837662,10522.232282837662,7703.851358723122,7703.851358723122,7703.851358723122,2818.3809241145404,2818.3809241145404,2818.3809241145404,0.0,0.0,0.0,59323.47235183341
23,2013-01-24,48841.678757359194,35766.14268493304,77161.39702661958,48841.678757359194,48841.678757359194,7096.155850836232,7096.155850836232,7096.155850836232,4272.411297524743,4272.411297524743,4272.411297524743,2823.7445533114897,2823.7445533114897,2823.7445533114897,0.0,0.0,0.0,55937.83460819542
24,2013-01-25,48882.11744572264,41854.15162332597,80225.79741189853,48882.11744572264,48882.11744572264,12234.734182071368,12234.734182071368,12234.734182071368,9451.77106914549,9451.77106914549,9451.77106914549,2782.9631129258782,2782.9631129258782,2782.9631129258782,0.0,0.0,0.0,61116.85162779401
25,2013-01-26,48922.55613408608,37980.72021987824,76976.67763435382,48922.55613408608,48922.55613408608,7643.714074251086,7643.714074251086,7643.714074251086,4941.860809067642,4941.860809067642,4941.860809067642,2701.853265183444,2701.853265183444,2701.853265183444,0.0,0.0,0.0,56566.27020833717
26,2013-01-27,48962.994822449524,-25550.817854113702,15379.647367018135,48962.994822449524,48962.994822449524,-54192.033228382454,-54192.033228382454,-54192.033228382454,-56778.99994916453,-56778.99994916453,-56778.99994916453,2586.9667207820753,2586.9667207820753,2586.9667207820753,0.0,0.0,0.0,-5229.03840593293
27,2013-01-28,49003.43351081296,50746.42562996424,88710.43332021344,49003.43351081296,49003.43351081296,21478.566319976388,21478.566319976388,21478.566319976388,19033.197641881707,19033.197641881707,19033.197641881707,2445.368678094682,2445.368678094682,2445.368678094682,0.0,0.0,0.0,70481.99983078934
28,2013-01-29,49043.8721991764,43581.39371005896,82269.10662581338,49043.8721991764,49043.8721991764,13660.319218273733,13660.319218273733,13660.319218273733,11375.907772650335,11375.907772650335,11375.907772650335,2284.4114456233983,2284.4114456233983,2284.4114456233983,0.0,0.0,0.0,62704.191417450136
29,2013-01-30,49084.31088753985,39014.96115549521,78974.73746464726,49084.31088753985,49084.31088753985,9815.361095691049,9815.361095691049,9815.361095691049,7703.8513588097985,7703.8513588097985,7703.8513588097985,2111.509736881251,2111.509736881251,2111.509736881251,0.0,0.0,0.0,58899.671983230895
30,2013-01-31,49124.7495759033,35189.88490757713,74439.27539503589,49124.7495759033,49124.7495759033,6206.335200579698,6206.335200579698,6206.335200579698,4272.411297432301,4272.411297432301,4272.411297432301,1933.9239031473974,1933.9239031473974,1933.9239031473974,0.0,0.0,0.0,55331.084776482996
31,2013-02-01,49165.188255371475,41411.747092416794,80198.50744059673,49165.188255371475,49165.188255371475,11210.328041961762,11210.328041961762,11210.328041961762,9451.771069115368,9451.771069115368,9451.771069115368,1758.5569728463945,1758.5569728463945,1758.5569728463945,0.0,0.0,0.0,60375.51629733323
32,2013-02-02,49205.626934839645,36106.47436822044,75426.6972545457,49205.626934839645,49205.626934839645,6533.631619928179,6533.631619928179,6533.631619928179,4941.86080897409,4941.86080897409,4941.86080897409,1591.77081095409,1591.77081095409,1591.77081095409,0.0,0.0,0.0,55739.258554767825
33,2013-02-03,49246.06561430782,-25454.023091380564,13570.94626782091,49246.06561430782,49246.06561430782,-55339.77393267355,-55339.77393267355,-55339.77393267355,-56778.999949163284,-56778.999949163284,-56778.999949163284,1439.226016489734,1439.226016489734,1439.226016489734,0.0,0.0,0.0,-6093.708318365723
34,2013-02-04,49286.504293776,50136.11981558644,87773.43623304261,49286.504293776,49286.504293776,20338.94700531632,20338.94700531632,20338.94700531632,19033.197641907416,19033.197641907416,19033.197641907416,1305.7493634089053,1305.7493634089053,1305.7493634089053,0.0,0.0,0.0,69625.45129909232
35,2013-02-05,49326.94297324417,42976.125767123915,82004.54667398336,49326.94297324417,49326.94297324417,12571.139458111295,12571.139458111295,12571.139458111295,11375.907772667602,11375.907772667602,11375.907772667602,1195.231685443693,1195.231685443693,1195.231685443693,0.0,0.0,0.0,61898.08243135546
36,2013-02-06,49367.38165271235,38297.665019431864,76868.11465487113,49367.38165271235,49367.38165271235,8814.409495357904,8814.409495357904,8814.409495357904,7703.851358762219,7703.851358762219,7703.851358762219,1110.558136595686,1110.558136595686,1110.558136595686,0.0,0.0,0.0,58181.79114807025
37,2013-02-07,49407.82033218053,34406.89109297591,72549.30339773148,49407.82033218053,49407.82033218053,5325.98305292966,5325.98305292966,5325.98305292966,4272.411297623091,4272.411297623091,4272.411297623091,1053.5717553065685,1053.5717553065685,1053.5717553065685,0.0,0.0,0.0,54733.803385110186
38,2013-02-08,49448.259011648704,39549.01240745865,78730.86877632308,49448.259011648704,49448.259011648704,10476.841320923337,10476.841320923337,10476.841320923337,9451.771069213317,9451.771069213317,9451.771069213317,1025.0702517100206,1025.0702517100206,1025.0702517100206,0.0,0.0,0.0,59925.10033257204
39,2013-02-09,49488.69769111688,35939.38138536936,75746.10491867604,49488.69769111688,49488.69769111688,5966.695762554765,5966.695762554765,5966.695762554765,4941.860809128476,4941.860809128476,4941.860809128476,1024.8349534262898,1024.8349534262898,1024.8349534262898,0.0,0.0,0.0,55455.39345367165
40,2013-02-10,49529.13637058506,-26578.514562599932,13158.311938045565,49529.13637058506,49529.13637058506,-55727.31003460596,-55727.31003460596,-55727.31003460596,-56778.99994916203,-56778.99994916203,-56778.99994916203,1051.689914556079,1051.689914556079,1051.689914556079,0.0,0.0,0.0,-6198.173664020898
41,2013-02-11,49569.57505005323,50067.52381201857,87460.56262799138,49569.57505005323,49569.57505005323,20136.78598330367,20136.78598330367,20136.78598330367,19033.197641933133,19033.197641933133,19033.197641933133,1103.5883413705337,1103.5883413705337,1103.5883413705337,0.0,0.0,0.0,69706.3610333569
42,2013-02-12,49610.01372952141,42775.79661138944,81584.69580912057,49610.01372952141,49610.01372952141,12553.6305131591,12553.6305131591,12553.6305131591,11375.907772684865,11375.907772684865,11375.907772684865,1177.7227404742343,1177.7227404742343,1177.7227404742343,0.0,0.0,0.0,62163.64424268051
43,2013-02-13,49650.452408989586,38142.86022015229,77754.31666550552,49650.452408989586,49650.452408989586,8974.505930099069,8974.505930099069,8974.505930099069,7703.851358714642,7703.851358714642,7703.851358714642,1270.6545713844268,1270.6545713844268,1270.6545713844268,0.0,0.0,0.0,58624.958339088655
44,2013-02-14,49690.89108845776,34275.730182951855,74663.57589704375,49690.89108845776,49690.89108845776,5650.869999388509,5650.869999388509,5650.869999388509,4272.411297484011,4272.411297484011,4272.411297484011,1378.4587019044975,1378.4587019044975,1378.4587019044975,0.0,0.0,0.0,55341.76108784627
45,2013-02-15,49731.329767925934,40976.26456654416,79345.61799663279,49731.329767925934,49731.329767925934,10948.648702662615,10948.648702662615,10948.648702662615,9451.771069062268,9451.771069062268,9451.771069062268,1496.8776336003466,1496.8776336003466,1496.8776336003466,0.0,0.0,0.0,60679.97847058855
46,2013-02-16,49771.76844739411,37442.84732896286,75573.52235973216,49771.76844739411,49771.76844739411,6563.3411024088855,6563.3411024088855,6563.3411024088855,4941.860809034924,4941.860809034924,4941.860809034924,1621.480293373962,1621.480293373962,1621.480293373962,0.0,0.0,0.0,56335.109549803
47,2013-02-17,49812.20712686229,-24697.180748751558,14371.2334721732,49812.20712686229,49812.20712686229,-55031.17977099878,-55031.17977099878,-55031.17977099878,-56778.99994915922,-56778.99994915922,-56778.99994915922,1747.8201781604462,1747.8201781604462,1747.8201781604462,0.0,0.0,0.0,-5218.972644136491
48,2013-02-18,49852.64580633046,51495.0366423689,91195.5675772914,49852.64580633046,49852.64580633046,20904.785432817673,20904.785432817673,20904.785432817673,19033.197641958854,19033.197641958854,19033.197641958854,1871.5877908588197,1871.5877908588197,1871.5877908588197,0.0,0.0,0.0,70757.43123914814
49,2013-02-19,49893.084485798645,44998.845206922946,84682.37556360861,49893.084485798645,49893.084485798645,13364.660382106817,13364.660382106817,13364.660382106817,11375.90777261716,11375.90777261716,11375.90777261716,1988.7526094896555,1988.7526094896555,1988.7526094896555,0.0,0.0,0.0,63257.744867905465
50,2013-02-20,49933.52316526682,41660.0591244599,78868.2176201812,49933.52316526682,49933.52316526682,9799.541635534733,9799.541635534733,9799.541635534733,7703.851358713924,7703.851358713924,7703.851358713924,2095.690276820809,2095.690276820809,2095.690276820809,0.0,0.0,0.0,59733.064800801556
51,2013-02-21,49973.96184473499,36626.708075511284,76224.39648494047,49973.96184473499,49973.96184473499,6461.702565810314,6461.702565810314,6461.702565810314,4272.411297391568,4272.411297391568,4272.411297391568,2189.2912684187463,2189.2912684187463,2189.2912684187463,0.0,0.0,0.0,56435.66441054531
52,2013-02-22,50014.40052420317,43339.046549645944,81752.88553739201,50014.40052420317,50014.40052420317,11718.819043278228,11718.819043278228,11718.819043278228,9451.771069153076,9451.771069153076,9451.771069153076,2267.047974125153,2267.047974125153,2267.047974125153,0.0,0.0,0.0,61733.2195674814
53,2013-02-23,50054.83920367135,38197.62711443225,76218.01387838728,50054.83920367135,50054.83920367135,7268.978697871183,7268.978697871183,7268.978697871183,4941.860809017658,4941.860809017658,4941.860809017658,2327.117888853526,2327.117888853526,2327.117888853526,0.0,0.0,0.0,57323.817901542534
54,2013-02-24,50095.27788313952,-23865.781074438237,14792.035262512036,50095.27788313952,50095.27788313952,-54410.63852022124,-54410.63852022124,-54410.63852022124,-56778.99994917451,-56778.99994917451,-56778.99994917451,2368.361428953275,2368.361428953275,2368.361428953275,0.0,0.0,0.0,-4315.3606370817215
55,2013-02-25,50135.7165626077,52864.88578144631,92070.29560766688,50135.7165626077,50135.7165626077,21423.55138582581,21423.55138582581,21423.55138582581,19033.1976419311,19033.1976419311,19033.1976419311,2390.353743894712,2390.353743894712,2390.353743894712,0.0,0.0,0.0,71559.26794843351
56,2013-02-26,50176.155242075874,43483.99372403685,85101.69007654155,50176.155242075874,50176.155242075874,13769.278525764059,13769.278525764059,13769.278525764059,11375.90777273473,11375.90777273473,11375.90777273473,2393.37075302933,2393.37075302933,2393.37075302933,0.0,0.0,0.0,63945.43376783993
57,2013-02-27,50216.59392154405,40711.01984525025,81405.75914381698,50216.59392154405,50216.59392154405,10082.201835654238,10082.201835654238,10082.201835654238,7703.851358847456,7703.851358847456,7703.851358847456,2378.3504768067805,2378.3504768067805,2378.3504768067805,0.0,0.0,0.0,60298.79575719829
58,2013-02-28,50257.03260101222,38407.64729285057,76058.0949519695,50257.03260101222,50257.03260101222,6619.242822892006,6619.242822892006,6619.242822892006,4272.411297582358,4272.411297582358,4272.411297582358,2346.8315253096484,2346.8315253096484,2346.8315253096484,0.0,0.0,0.0,56876.275423904226
59,2013-03-01,50297.4712804804,42741.2793754939,82870.51200417602,50297.4712804804,50297.4712804804,11752.642399158403,11752.642399158403,11752.642399158403,9451.771069122955,9451.771069122955,9451.771069122955,2300.871330035451,2300.871330035451,2300.871330035451,0.0,0.0,0.0,62050.1136796388
60,2013-03-02,50337.909959948585,37581.5741454393,77504.92716416159,50337.909959948585,50337.909959948585,7184.808144968266,7184.808144968266,7184.808144968266,4941.860809095758,4941.860809095758,4941.860809095758,2242.9473358725077,2242.9473358725077,2242.9473358725077,0.0,0.0,0.0,57522.71810491685
61,2013-03-03,50378.348633434296,-21864.815508970187,15201.626841586782,50378.348633434296,50378.348633434296,-54603.155058980796,-54603.155058980796,-54603.155058980796,-56778.99994917171,-56778.99994917171,-56778.99994917171,2175.844890190911,2175.844890190911,2175.844890190911,0.0,0.0,0.0,-4224.8064255465
62,2013-03-04,50418.78730692002,51544.28125858664,90297.12571734849,50418.78730692002,50418.78730692002,21135.733601840304,21135.733601840304,21135.733601840304,19033.19764191033,19033.19764191033,19033.19764191033,2102.535959929972,2102.535959929972,2102.535959929972,0.0,0.0,0.0,71554.52090876033
63,2013-03-05,50459.22598040575,44657.844365390156,84376.42072529648,50459.22598040575,50459.22598040575,13401.96083686754,13401.96083686754,13401.96083686754,11375.907772651693,11375.907772651693,11375.907772651693,2026.0530642158474,2026.0530642158474,2026.0530642158474,0.0,0.0,0.0,63861.18681727329
64,2013-03-06,50499.66465389147,39728.004710951136,80199.29874354607,50499.66465389147,50499.66465389147,9653.214281293305,9653.214281293305,9653.214281293305,7703.851358799882,7703.851358799882,7703.851358799882,1949.3629224934214,1949.3629224934214,1949.3629224934214,0.0,0.0,0.0,60152.87893518478
65,2013-03-07,50540.10332737719,37367.45028526221,76776.56493889289,50540.10332737719,50540.10332737719,6147.655581641227,6147.655581641227,6147.655581641227,4272.411297443278,4272.411297443278,4272.411297443278,1875.2442841979491,1875.2442841979491,1875.2442841979491,0.0,0.0,0.0,56687.75890901842
66,2013-03-08,50580.54200086291,42191.232224784035,81031.47498037948,50580.54200086291,50580.54200086291,11257.945296816515,11257.945296816515,11257.945296816515,9451.771069220902,9451.771069220902,9451.771069220902,1806.1742275956155,1806.1742275956155,1806.1742275956155,0.0,0.0,0.0,61838.48729767942
67,2013-03-09,50620.98067434863,38327.8459646774,75922.41351118886,50620.98067434863,50620.98067434863,6686.087708626261,6686.087708626261,6686.087708626261,4941.860809173855,4941.860809173855,4941.860809173855,1744.2268994524068,1744.2268994524068,1744.2268994524068,0.0,0.0,0.0,57307.068382974896
68,2013-03-10,50661.41934783436,-23324.9333577349,15028.032111121609,50661.41934783436,50661.41934783436,-55088.01172483991,-55088.01172483991,-55088.01172483991,-56778.99994915236,-56778.99994915236,-56778.99994915236,1690.9882243124518,1690.9882243124518,1690.9882243124518,0.0,0.0,0.0,-4426.592377005552
69,2013-03-11,50701.858021320084,53143.528972362255,91280.24989494472,50701.858021320084,50701.858021320084,20680.687199165597,20680.687199165597,20680.687199165597,19033.197641982533,19033.197641982533,19033.197641982533,1647.4895571830625,1647.4895571830625,1647.4895571830625,0.0,0.0,0.0,71382.54522048568
70,2013-03-12,50742.29669480581,43676.11966609791,83671.96398184143,50742.29669480581,50742.29669480581,12990.070377201653,12990.070377201653,12990.070377201653,11375.907772668957,11375.907772668957,11375.907772668957,1614.1626045326968,1614.1626045326968,1614.1626045326968,0.0,0.0,0.0,63732.36707200746
71,2013-03-13,50782.73536829152,40100.364102417305,80296.35419376376,50782.73536829152,50782.73536829152,9294.668575248039,9294.668575248039,9294.668575248039,7703.851358799157,7703.851358799157,7703.851358799157,1590.8172164488824,1590.8172164488824,1590.8172164488824,0.0,0.0,0.0,60077.40394353956
72,2013-03-14,50823.174041777245,37370.95388412965,76242.29300119975,50823.174041777245,50823.174041777245,5849.054178428561,5849.054178428561,5849.054178428561,4272.411297492453,4272.411297492453,4272.411297492453,1576.6428809361087,1576.6428809361087,1576.6428809361087,0.0,0.0,0.0,56672.228220205805
73,2013-03-15,50863.61271526297,43562.47868614763,82554.26250894717,50863.61271526297,50863.61271526297,11022.005023128035,11022.005023128035,11022.005023128035,9451.771069069851,9451.771069069851,9451.771069069851,1570.2339540581836,1570.2339540581836,1570.2339540581836,0.0,0.0,0.0,61885.617738391
74,2013-03-16,50904.051388748696,39583.50085809062,77053.45938147491,50904.051388748696,50904.051388748696,6511.498671370281,6511.498671370281,6511.498671370281,4941.860809080303,4941.860809080303,4941.860809080303,1569.6378622899792,1569.6378622899792,1569.6378622899792,0.0,0.0,0.0,57415.55006011898
75,2013-03-17,50944.490062234414,-23409.716333590226,15763.596066293989,50944.490062234414,50944.490062234414,-55206.57520789277,-55206.57520789277,-55206.57520789277,-56778.9999491661,-56778.9999491661,-56778.9999491661,1572.4247412733357,1572.4247412733357,1572.4247412733357,0.0,0.0,0.0,-4262.085145658355
76,2013-03-18,50984.92873572013,51708.144374521835,90150.59859080787,50984.92873572013,50984.92873572013,20608.973894399376,20608.973894399376,20608.973894399376,19033.19764195478,19033.19764195478,19033.19764195478,1575.776252444597,1575.776252444597,1575.776252444597,0.0,0.0,0.0,71593.90263011951
77,2013-03-19,51025.36740920586,45012.24365916157,82025.48261865576,51025.36740920586,51025.36740920586,12952.498441252457,12952.498441252457,12952.498441252457,11375.907772701556,11375.907772701556,11375.907772701556,1576.5906685509033,1576.5906685509033,1576.5906685509033,0.0,0.0,0.0,63977.865850458315
78,2013-03-20,51065.80608269158,41506.11304807811,80052.70423871937,51065.80608269158,51065.80608269158,9275.45212010973,9275.45212010973,9275.45212010973,7703.851358751581,7703.851358751581,7703.851358751581,1571.6007613581492,1571.6007613581492,1571.6007613581492,0.0,0.0,0.0,60341.25820280131
79,2013-03-21,51106.24475617731,36279.76025498386,76225.59551499582,51106.24475617731,51106.24475617731,5829.911874953218,5829.911874953218,5829.911874953218,4272.411297541626,4272.411297541626,4272.411297541626,1557.5005774115928,1557.5005774115928,1557.5005774115928,0.0,0.0,0.0,56936.15663113053
80,2013-03-22,51146.683429663026,44549.65747288816,81450.99869957501,51146.683429663026,51146.683429663026,10982.847933983063,10982.847933983063,10982.847933983063,9451.771069160663,9451.771069160663,9451.771069160663,1531.0768648223986,1531.0768648223986,1531.0768648223986,0.0,0.0,0.0,62129.53136364609
81,2013-03-23,51187.122103148744,37015.27456396884,76751.64770521862,51187.122103148744,51187.122103148744,6431.201534900582,6431.201534900582,6431.201534900582,4941.860809158397,4941.860809158397,4941.860809158397,1489.3407257421864,1489.3407257421864,1489.3407257421864,0.0,0.0,0.0,57618.323638049325
82,2013-03-24,51227.56077663447,-24313.018249807592,13991.620769449444,51227.56077663447,51227.56077663447,-55349.344927217586,-55349.344927217586,-55349.344927217586,-56778.99994916485,-56778.99994916485,-56778.99994916485,1429.65502194727,1429.65502194727,1429.65502194727,0.0,0.0,0.0,-4121.784150583117
83,2013-03-25,51267.999450120195,51184.20120595448,91105.86898780741,51267.999450120195,51267.999450120195,20383.050798098408,20383.050798098408,20383.050798098408,19033.197641980496,19033.197641980496,19033.197641980496,1349.8531561179118,1349.8531561179118,1349.8531561179118,0.0,0.0,0.0,71651.0502482186
84,2013-03-26,51308.43812360592,44904.61163331618,82938.20213012773,51308.43812360592,51308.43812360592,12624.252859436678,12624.252859436678,12624.252859436678,11375.90777273415,11375.90777273415,11375.90777273415,1248.3450867025251,1248.3450867025251,1248.3450867025251,0.0,0.0,0.0,63932.6909830426
85,2013-03-27,51348.87679709164,40748.57643310041,79907.88929382716,51348.87679709164,51348.87679709164,8828.05816134166,8828.05816134166,8828.05816134166,7703.851358838258,7703.851358838258,7703.851358838258,1124.2068025034025,1124.2068025034025,1124.2068025034025,0.0,0.0,0.0,60176.934958433296
86,2013-03-28,51389.315470577356,37115.91833729198,75334.01064945835,51389.315470577356,51389.315470577356,5249.661270953717,5249.661270953717,5249.661270953717,4272.411297590799,4272.411297590799,4272.411297590799,977.2499733629177,977.2499733629177,977.2499733629177,0.0,0.0,0.0,56638.97674153107
87,2013-03-29,51429.75414406308,43080.79953831345,82057.57324991298,51429.75414406308,51429.75414406308,10259.840159961483,10259.840159961483,10259.840159961483,9451.771069258606,9451.771069258606,9451.771069258606,808.0690907028786,808.0690907028786,808.0690907028786,0.0,0.0,0.0,61689.59430402456
88,2013-03-30,51470.19281754881,37096.962255138955,76048.58091297935,51470.19281754881,51470.19281754881,5559.924907204681,5559.924907204681,5559.924907204681,4941.860809141133,4941.860809141133,4941.860809141133,618.064098063549,618.064098063549,618.064098063549,0.0,0.0,0.0,57030.11772475349
89,2013-03-31,51510.63149103453,-24378.77294220326,13958.987183249124,51510.63149103453,51510.63149103453,-56369.56268288122,-56369.56268288122,-56369.56268288122,-56778.99994916205,-56778.99994916205,-56778.99994916205,409.43726628083414,409.43726628083414,409.43726628083414,0.0,0.0,0.0,-4858.931191846685
90,2013-04-01,51551.07016452025,51383.94911515796,89576.81031116184,51551.07016452025,51551.07016452025,19218.36150949123,19218.36150949123,19218.36150949123,19033.197642006213,19033.197642006213,19033.197642006213,185.16386748501722,185.16386748501722,185.16386748501722,0.0,0.0,0.0,70769.43167401149
91,2013-04-02,51591.508839665104,44464.16843331431,83437.7533259047,51591.508839665104,51591.508839665104,11324.844794957535,11324.844794957535,11324.844794957535,11375.907772651115,11375.907772651115,11375.907772651115,-51.06297769357954,-51.06297769357954,-51.06297769357954,0.0,0.0,0.0,62916.35363462264
92,2013-04-03,51631.94751480996,39024.01519891575,77946.43967156879,51631.94751480996,51631.94751480996,7408.939268969082,7408.939268969082,7408.939268969082,7703.85135870328,7703.85135870328,7703.85135870328,-294.9120897341989,-294.9120897341989,-294.9120897341989,0.0,0.0,0.0,59040.88678377904
93,2013-04-04,51672.38618995481,36747.196820903926,74544.46956589156,51672.38618995481,51672.38618995481,3730.8946168343086,3730.8946168343086,3730.8946168343086,4272.411297451718,4272.411297451718,4272.411297451718,-541.5166806174104,-541.5166806174104,-541.5166806174104,0.0,0.0,0.0,55403.28080678912
94,2013-04-05,51712.82486509967,40986.624225209875,79675.61671115953,51712.82486509967,51712.82486509967,8666.174312201505,8666.174312201505,8666.174312201505,9451.771069107557,9451.771069107557,9451.771069107557,-785.5967569060545,-785.5967569060545,-785.5967569060545,0.0,0.0,0.0,60378.99917730117
